Aircraft_name;Legal_Basis;Aircraft_model_category;Minimum_Crew;Maximum_Passengers;MTOM_kg;ELA1_flag;ELA2_flag;Complex_aircraft;Number_of_engines;Count_of_Propellers;ICAO;Aircraft_Construction_Year;Initial_Registration_Date;Import_Previous_country;Engine_1_Manufacturer;Engine_1;Engine_2_Manufacturer;Engine_2;Engine_3_Manufacturer;Engine_3;Engine_4_Manufacturer;Engine_4;
"Cessna FR172E";"EASA";"Airplanes";"1";"3";"1134,00";"True";"False";"False";"1";"1";"C172";"1968";"17.07.1968";"";"Teledyne Continental";"Continental IO-360-D";"";"";"";"";"";"";
"Cessna FR172E";"EASA";"Airplanes";"1";"3";"1134,00";"True";"False";"False";"1";"1";"C172";"1968";"02.03.1968";"";"Teledyne Continental";"Continental IO-360-D";"";"";"";"";"";"";
"Cessna FR172F";"EASA";"Airplanes";"1";"3";"1134,00";"True";"False";"False";"1";"1";"C172";"1968";"28.10.1985";"";"Teledyne Continental";"Continental IO-360-D";"";"";"";"";"";"";
"Cessna FR172F";"EASA";"Airplanes";"1";"3";"1134,00";"True";"False";"False";"1";"1";"C172";"1969";"05.05.1969";"";"Teledyne Continental";"Continental IO-360-D";"";"";"";"";"";"";
"Cessna FR172F";"EASA";"Airplanes";"1";"3";"1134,00";"True";"False";"False";"1";"1";"C172";"1969";"30.05.1969";"";"Teledyne Continental";"Continental IO-360-D";"";"";"";"";"";"";
"Cessna FR172F";"EASA";"Airplanes";"1";"3";"1134,00";"True";"False";"False";"1";"1";"C172";"1969";"01.08.2005";"Germany";"Teledyne Continental";"Continental IO-360-D";"";"";"";"";"";"";
"Cessna FR172G";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"1970";"02.06.1970";"France";"Teledyne Continental";"Continental IO-360-D";"";"";"";"";"";"";
"Cessna FR172K";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"RA72";"1981";"15.03.1982";"";"Teledyne Continental";"Continental IO-360-KB";"";"";"";"";"";"";
"Cessna R172K";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"1977";"03.05.2012";"Germany";"Teledyne Continental";"Continental IO-360-KB";"";"";"";"";"";"";
"Cessna R172K";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"1978";"29.02.2012";"Sweden";"Teledyne Continental";"Continental IO-360-K";"";"";"";"";"";"";
"Cessna R172K";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"1977";"25.02.2020";"Sweden";"Teledyne Continental";"Continental IO-360-K";"";"";"";"";"";"";
"Cessna T206H";"EASA";"Airplanes";"1";"5";"1720,00";"False";"True";"False";"1";"1";"C206";"2005";"31.10.2017";"United States";"Textron Lycoming";"Lycoming TIO-540-AJ1A";"";"";"";"";"";"";
"Cessna T206H";"EASA";"Airplanes";"1";"5";"1720,00";"False";"True";"False";"1";"1";"C206";"2001";"10.05.2002";"United States";"Textron Lycoming";"Lycoming TIO-540-AJ1A";"";"";"";"";"";"";
"Cessna T206H";"EASA";"Airplanes";"1";"5";"1633,00";"False";"True";"False";"1";"1";"C206";"1999";"18.04.2019";"Germany";"Rolls-Royce Corporation";"Rolls-Royce 250-B17F/2";"";"";"";"";"";"";
"Cessna TU206G";"EASA";"Airplanes";"1";"5";"1633,00";"False";"True";"False";"1";"1";"C206";"1980";"28.04.1980";"";"Teledyne Continental";"Continental TSIO-520-M";"";"";"";"";"";"";
"Cessna TU206G";"EASA";"Airplanes";"1";"5";"1633,00";"False";"True";"False";"1";"1";"C206";"1979";"05.07.1979";"United States";"Teledyne Continental";"Continental TSIO-520-M";"";"";"";"";"";"";
"Cessna TU206G";"EASA";"Airplanes";"1";"5";"1633,00";"False";"True";"False";"1";"1";"C206";"1985";"22.06.1989";"";"Teledyne Continental";"Continental TSIO-520-M";"";"";"";"";"";"";
"Cessna U206C";"EASA";"Airplanes";"1";"5";"1635,00";"False";"True";"False";"1";"1";"C206";"1968";"22.05.2008";"";"Teledyne Continental";"Continental IO-520-F";"";"";"";"";"";"";
"Cessna U206F";"EASA";"Airplanes";"1";"5";"1633,00";"False";"True";"False";"1";"1";"C206";"1975";"12.09.1989";"";"Teledyne Continental";"Continental IO-550-F";"";"";"";"";"";"";
"CH 701 SP ";"Annex I";"Ultralights";"1";"1";"500,00";"False";"False";"False";"1";"1";"ULAC";"2004";"16.11.2004";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Champion 7ECA";"Annex I";"Airplanes";"1";"1";"748,00";"False";"False";"False";"1";"1";"CH7A";"1965";"13.06.1988";"";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Chinook Plus2 Mod.";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2006";"24.10.2006";"";"Experimental";"Victor 2 plus";"";"";"";"";"";"";
"Christen Eagle II";"Annex I";"Airplanes";"1";"1";"726,00";"False";"False";"False";"1";"1";"EAGL";"1981";"24.08.1981";"";"Textron Lycoming";"Lycoming AEIO-360-A1D";"";"";"";"";"";"";
"Christen Eagle II";"Annex I";"Airplanes";"1";"1";"726,00";"False";"False";"False";"1";"1";"EAGL";"1981";"15.08.1996";"United States";"Textron Lycoming";"Lycoming AEIO-390-EXP";"";"";"";"";"";"";
"Christen Eagle II";"Annex I";"Airplanes";"1";"1";"726,00";"False";"False";"False";"1";"1";"EAGL";"1986";"15.06.1990";"";"Textron Lycoming";"Lycoming AEIO-360-A1D";"";"";"";"";"";"";
"Cirrus SR 22";"EASA";"Airplanes";"1";"3";"1542,00";"False";"True";"False";"1";"1";"SR22";"2007";"08.11.2007";"United States";"Teledyne Continental";"Continental IO-550-N";"";"";"";"";"";"";
"Cirrus SR20";"EASA";"Airplanes";"1";"3";"1361,00";"False";"True";"False";"1";"1";"SR20";"2005";"23.05.2011";"United Kingdom";"Teledyne Continental";"Continental IO-360-ES";"";"";"";"";"";"";
"Cirrus SR20";"EASA";"Airplanes";"1";"3";"1361,00";"False";"True";"False";"1";"1";"SR20";"2007";"17.12.2020";"United Kingdom";"Teledyne Continental";"Continental IO-360-ES";"";"";"";"";"";"";
"Club Astir II";"EASA";"Gliders and Powered Gliders";"1";"0";"380,00";"True";"False";"False";"0";"";"GLID";"1980";"14.03.1983";"";"";"";"";"";"";"";"";"";
"CM 170 Fouga Magister";"Annex I";"Airplanes";"1";"1";"3120,00";"False";"False";"True";"2";"";"FOUG";"1962";"06.09.1993";"";"Turbomeca";"Marbore II";"Turbomeca";"Marbore II";"";"";"";"";
"CM 170 Fouga Magister";"Annex I";"Airplanes";"1";"1";"3120,00";"False";"False";"True";"2";"";"FOUG";"1963";"16.05.1989";"";"Turbomeca";"Marbore II";"Turbomeca";"Marbore II";"";"";"";"";
"Colibri MB-2";"Annex I";"Airplanes";"1";"0";"340,00";"False";"False";"False";"1";"1";"MB2";"1982";"21.07.1982";"";"Experimental";"Volkswagen VW 1600";"";"";"";"";"";"";
"Colt 42A";"EASA";"Balloons (hot-air)";"1";"0";"381,00";"True";"False";"False";"0";"";"BALL";"1986";"02.03.2012";"United Kingdom";"";"";"";"";"";"";"";"";
"Colt 56A";"EASA";"Balloons (hot-air)";"1";"3";"560,00";"True";"False";"False";"0";"";"BALL";"1990";"20.09.1990";"";"";"";"";"";"";"";"";"";
"Cora 200";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"1998";"03.10.2002";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"Cora 200 Arius F";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"1999";"19.04.2000";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Cora 200 Arius F";"Annex I";"Ultralights";"1";"1";"500,00";"False";"False";"False";"1";"1";"ULAC";"2001";"14.09.2001";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax  912 ULS Mod.";"";"";"";"";"";"";
"Cora 200 Arius F";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2002";"22.03.2002";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Cora 200 Arius F";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2002";"05.02.2003";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Cora 200 Arius F Mod.";"Annex I";"Airplanes";"1";"1";"520,00";"False";"False";"False";"1";"1";"CORA";"1999";"03.05.2005";"";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Corby Starlet CJ-1";"Annex I";"Airplanes";"1";"0";"339,00";"False";"False";"False";"1";"1";"EXPE";"2012";"05.06.2012";"";"Jabiru Aircraft Pty Ltd";"Jabiru 2200";"";"";"";"";"";"";
"Corsario MK 5 S";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2006";"21.07.2008";"";"Bombardier-Rotax GmbH";"Rotax 912 F";"";"";"";"";"";"";
"Cozy Classic";"Annex I";"Airplanes";"1";"0";"725,00";"False";"False";"False";"1";"1";"COZY";"2001";"02.11.2010";"";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"CT 2 K";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2000";"27.04.2005";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"CT Supralight Injection";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2019";"29.07.2019";"Germany";"BRP-Powertrain GmbH & Co KG";"Rotax 912iS";"";"";"";"";"";"";
"CTLS-ELA";"EASA";"Airplanes";"1";"1";"600,00";"True";"False";"False";"1";"1";"FDCT";"2010";"22.06.2010";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"CTLS-ELA";"EASA";"Airplanes";"1";"1";"600,00";"True";"False";"False";"1";"1";"FDCT";"2010";"14.06.2010";"Germany";"BRP - Rotax GmbH & Co.KG";"Rotax 912 ULS2";"";"";"";"";"";"";
"CTSW";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2007";"21.03.2007";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"CTSW";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2007";"18.12.2007";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"CTSW";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2009";"01.04.2011";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"D.H. 82A Mod.";"Annex I";"Airplanes";"1";"1";"830,00";"False";"False";"False";"1";"1";"DH82";"1941";"28.06.1977";"";"Textron Lycoming";"Lycoming O-360-A2A";"";"";"";"";"";"";
"DA 40 D";"EASA";"Airplanes";"1";"3";"1150,00";"True";"False";"False";"1";"1";"DA40";"2008";"01.02.2019";"Netherlands";"Thielert Aircraft Engines GmbH";"TAE 125-02-99";"";"";"";"";"";"";
"DA 40 D";"EASA";"Airplanes";"1";"3";"1150,00";"True";"False";"False";"1";"1";"DA40";"2006";"07.08.2006";"Austria";"Thielert Aircraft Engines GmbH";"TAE 125-02-99";"";"";"";"";"";"";
"DA 40 D";"EASA";"Airplanes";"1";"3";"1150,00";"True";"False";"False";"1";"1";"DA40";"2008";"17.04.2008";"Austria";"Technify Motors GmbH";"TAE 125-02-114";"";"";"";"";"";"";
"DA 40 D";"EASA";"Airplanes";"1";"3";"1150,00";"True";"False";"False";"1";"1";"DA40";"2006";"17.04.2013";"Germany";"Thielert Aircraft Engines GmbH";"TAE 125-02-99";"";"";"";"";"";"";
"DA 40 D";"EASA";"Airplanes";"1";"3";"1150,00";"True";"False";"False";"1";"1";"DA40";"2003";"27.05.2021";"United Kingdom";"Thielert Aircraft Engines GmbH";"TAE 125-02-99";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1310,00";"False";"True";"False";"1";"1";"DA40";"2017";"20.06.2017";"";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1310,00";"False";"True";"False";"1";"1";"DA40";"2017";"20.06.2017";"";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1310,00";"False";"True";"False";"1";"1";"DA40";"2017";"29.06.2017";"";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1310,00";"False";"True";"False";"1";"1";"DA40";"2017";"29.06.2017";"";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1310,00";"False";"True";"False";"1";"1";"DA40";"2019";"16.07.2019";"Austria";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1310,00";"False";"True";"False";"1";"1";"DA40";"2019";"16.07.2019";"Austria";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1310,00";"False";"True";"False";"1";"1";"DA40";"2020";"21.04.2020";"";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1310,00";"False";"True";"False";"1";"1";"DA40";"2020";"21.04.2020";"";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1280,00";"False";"True";"False";"1";"1";"DA40";"2011";"23.03.2011";"Austria";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1310,00";"False";"True";"False";"1";"1";"DA40";"2019";"13.03.2019";"Austria";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1280,00";"False";"True";"False";"1";"1";"DA40";"2007";"18.06.2013";"Austria";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1280,00";"False";"True";"False";"1";"1";"DA40";"2010";"04.04.2014";"Czech Republic";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 40 NG";"EASA";"Airplanes";"1";"3";"1310,00";"False";"True";"False";"1";"1";"DA40";"2017";"13.07.2017";"France";"Austro Engines GmbH ";"Austro Engine E-4A";"";"";"";"";"";"";
"DA 42 NG";"EASA";"Airplanes";"1";"3";"1900,00";"False";"True";"False";"2";"2";"DA42";"2009";"26.10.2017";"Poland";"Austro Engines GmbH ";"Austro Engine E4-B";"Austro Engines GmbH ";"Austro Engine E4-B";"";"";"";"";
"DA 42 NG";"EASA";"Airplanes";"1";"3";"1999,00";"False";"True";"False";"2";"2";"DA42";"2021";"03.06.2021";"Austria";"Austro Engines GmbH ";"Austro Engine E4-C";"Austro Engines GmbH ";"Austro Engine E4-C";"";"";"";"";
"DA 42 NG";"EASA";"Airplanes";"1";"3";"1900,00";"False";"True";"False";"2";"2";"DA42";"2005";"21.11.2005";"Austria";"Austro Engines GmbH ";"Austro Engine E4-B";"Austro Engines GmbH ";"Austro Engine E4-B";"";"";"";"";
"DA 42 NG";"EASA";"Airplanes";"1";"3";"1999,00";"False";"True";"False";"2";"2";"DA42";"2018";"21.08.2018";"Austria";"Austro Engines GmbH ";"Austro Engine E4-C";"Austro Engines GmbH ";"Austro Engine E4-C";"";"";"";"";
"DA 42 NG";"EASA";"Airplanes";"1";"3";"1999,00";"False";"True";"False";"2";"2";"DA42";"2019";"19.11.2019";"Austria";"Austro Engines GmbH ";"Austro Engine E4-C";"Austro Engines GmbH ";"Austro Engine E4-C";"";"";"";"";
"DA 42 NG";"EASA";"Airplanes";"1";"3";"1999,00";"False";"True";"False";"2";"2";"DA42";"2017";"17.05.2017";"";"Austro Engines GmbH ";"Austro Engine E4-C";"Austro Engines GmbH ";"Austro Engine E4-C";"";"";"";"";
"DA 42 NG";"EASA";"Airplanes";"1";"3";"1999,00";"False";"True";"False";"2";"2";"DA42";"2018";"01.02.2018";"";"Austro Engines GmbH ";"Austro Engine E4-C";"Austro Engines GmbH ";"Austro Engine E4-C";"";"";"";"";
"DA 42 NG";"EASA";"Airplanes";"1";"3";"1999,00";"False";"True";"False";"2";"2";"DA42";"2014";"02.04.2014";"Austria";"Austro Engines GmbH ";"Austro Engine E4-C";"Austro Engines GmbH ";"Austro Engine E4-C";"";"";"";"";
"DA 42 NG";"EASA";"Airplanes";"1";"3";"1999,00";"False";"True";"False";"2";"2";"DA42";"2014";"02.04.2014";"Austria";"Austro Engines GmbH ";"Austro Engine E4-C";"Austro Engines GmbH ";"Austro Engine E4-C";"";"";"";"";
"DA 42 NG";"EASA";"Airplanes";"1";"3";"1999,00";"False";"True";"False";"2";"2";"DA42";"2014";"02.04.2014";"Austria";"Austro Engines GmbH ";"Austro Engine E4-C";"Austro Engines GmbH ";"Austro Engine E4-C";"";"";"";"";
"DA 42 NG";"EASA";"Airplanes";"1";"3";"1999,00";"False";"True";"False";"2";"2";"DA42";"2017";"31.08.2017";"";"Austro Engines GmbH ";"Austro Engine E4-C";"Austro Engines GmbH ";"Austro Engine E4-C";"";"";"";"";
"DA 62";"EASA";"Airplanes";"1";"4";"2300,00";"False";"False";"False";"2";"2";"";"2021";"07.04.2021";"Austria";"Austro Engines GmbH ";"Austro Engine E4P-C";"Austro Engines GmbH ";"Austro Engine E4P-C";"";"";"";"";
"DA20-A1";"EASA";"Airplanes";"1";"1";"750,00";"True";"False";"False";"1";"1";"DA20";"1996";"04.05.2011";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"DA20-A1 Katana";"EASA";"Airplanes";"1";"1";"730,00";"True";"False";"False";"1";"1";"DA20";"1997";"20.07.2006";"";"Bombardier-Rotax GmbH";"Rotax 912 F3";"";"";"";"";"";"";
"DA20-C1";"EASA";"Airplanes";"1";"1";"800,00";"True";"False";"False";"1";"1";"DA20";"2005";"17.01.2017";"Slovenia";"Teledyne Continental";"Continental  IO-240-B( )";"";"";"";"";"";"";
"DA20-C1";"EASA";"Airplanes";"1";"1";"800,00";"True";"False";"False";"1";"1";"DA20";"2011";"28.06.2018";"France";"Teledyne Continental";"Continental  IO-240-B( )";"";"";"";"";"";"";
"DA20-C1";"EASA";"Airplanes";"1";"1";"800,00";"True";"False";"False";"1";"1";"DA20";"2010";"22.11.2018";"France";"Teledyne Continental";"Continental  IO-240-B( )";"";"";"";"";"";"";
"DC-3A-S1C3G";"Annex I";"Airplanes";"1";"19";"11430,00";"False";"False";"False";"2";"2";"DC3";"1942";"12.05.1987";"";"Pratt & Whitney Aircraft";"Twin Wasp S1C3-G";"Pratt & Whitney Aircraft";"Twin Wasp S1C3-G";"";"";"";"";
"DG-100 G Elan";"EASA";"Gliders and Powered Gliders";"1";"0";"414,00";"True";"False";"False";"0";"";"GLID";"1981";"17.08.1981";"";"";"";"";"";"";"";"";"";
"DG-1000S";"EASA";"Gliders and Powered Gliders";"1";"1";"750,00";"True";"False";"False";"0";"";"GLID";"2003";"23.03.2016";"Germany";"";"";"";"";"";"";"";"";
"DG-1000T";"EASA";"Gliders and Powered Gliders";"1";"1";"750,00";"True";"False";"False";"1";"1";"GLID";"2006";"13.04.2021";"Netherlands";"Solo Kleinmotoren GmbH";"SOLO 2350 C";"";"";"";"";"";"";
"DG-300";"EASA";"Gliders and Powered Gliders";"1";"0";"450,00";"True";"False";"False";"0";"";"GLID";"1984";"26.06.1984";"Germany";"";"";"";"";"";"";"";"";
"DG-300";"EASA";"Gliders and Powered Gliders";"1";"0";"450,00";"True";"False";"False";"0";"";"GLID";"1984";"11.07.1984";"Germany";"";"";"";"";"";"";"";"";
"DG-300 ELAN";"EASA";"Gliders and Powered Gliders";"1";"";"450,00";"True";"False";"False";"0";"";"GLID";"1986";"27.05.2002";"Sweden";"";"";"";"";"";"";"";"";
"DG-500 ELAN ORION";"EASA";"Gliders and Powered Gliders";"1";"";"750,00";"True";"False";"False";"0";"";"GLID";"2002";"23.03.2011";"";"";"";"";"";"";"";"";"";
"DG-500 ELAN ORION";"EASA";"Gliders and Powered Gliders";"1";"1";"750,00";"True";"False";"False";"0";"";"DG50";"1999";"10.03.2005";"Germany";"";"";"";"";"";"";"";"";
"DG-500 ELAN Trainer";"EASA";"Gliders and Powered Gliders";"1";"1";"615,00";"True";"False";"False";"0";"";"GLID";"1992";"10.01.2007";"Germany";"";"";"";"";"";"";"";"";
"DG-500 M";"EASA";"Gliders and Powered Gliders";"1";"";"825,00";"True";"False";"False";"1";"1";"GLID";"1992";"26.03.2013";"";"Bombardier-Rotax GmbH";"Rotax 535";"";"";"";"";"";"";
"DG-500 MB";"EASA";"Gliders and Powered Gliders";"1";"1";"825,00";"True";"False";"False";"1";"1";"GLID";"1999";"22.07.2005";"Germany";"Solo Kleinmotoren GmbH";"SOLO 2625-02";"";"";"";"";"";"";
"DG-600/18M";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"1";"1";"GLID";"1998";"13.03.2019";"Germany";"Bombardier-Rotax GmbH";"Rotax 275";"";"";"";"";"";"";
"DG-800 B";"EASA";"Gliders and Powered Gliders";"1";"1";"525,00";"True";"False";"False";"1";"1";"DG80";"2004";"26.04.2012";"";"Solo Kleinmotoren GmbH";"SOLO 2625-01";"";"";"";"";"";"";
"DG-800 B";"EASA";"Gliders and Powered Gliders";"1";"1";"525,00";"True";"False";"False";"1";"1";"DG80";"1998";"28.04.1999";"Germany";"Solo Kleinmotoren GmbH";"SOLO 2625-01";"";"";"";"";"";"";
"DHC-1 Chipmunk Mk 10 Mod";"Annex I";"Airplanes";"1";"1";"952,00";"False";"False";"False";"1";"1";"DHC1";"1950";"06.06.1969";"";"Textron Lycoming";"Lycoming O-360-A3A (Mod.)";"";"";"";"";"";"";
"Discus a";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"1991";"08.05.1991";"Germany";"";"";"";"";"";"";"";"";
"Discus b";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"1992";"05.03.1992";"Germany";"";"";"";"";"";"";"";"";
"Discus b";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"1986";"01.12.1986";"Germany";"";"";"";"";"";"";"";"";
"Discus b";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"1987";"09.06.1987";"Germany";"";"";"";"";"";"";"";"";
"Discus b";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"1988";"15.06.1988";"Germany";"";"";"";"";"";"";"";"";
"Discus CS";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"1995";"";"Germany";"";"";"";"";"";"";"";"";
"Discus-2b";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"1999";"03.02.2000";"Germany";"";"";"";"";"";"";"";"";
"Discus-2b";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"2000";"25.04.2000";"Germany";"";"";"";"";"";"";"";"";
"Discus-2b";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"2002";"06.06.2002";"Germany";"";"";"";"";"";"";"";"";
"Discus-2b";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"2003";"04.04.2003";"Germany";"";"";"";"";"";"";"";"";
"Discus-2b";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"1999";"31.03.2010";"Sweden";"";"";"";"";"";"";"";"";
"Dornier 228-212";"Others";"Airplanes";"1";"5";"6575,00";"False";"False";"False";"2";"2";"D228";"1995";"15.06.1995";"Germany";"Allied Signal";"TPE331-10GP";"Allied Signal";"TPE331-10GP";"";"";"";"";
"Dornier 228-212";"Others";"Airplanes";"1";"5";"6575,00";"False";"False";"False";"2";"2";"D228";"1995";"24.05.1995";"Germany";"Allied Signal";"TPE331-10GP";"Allied Signal";"TPE331-10GP";"";"";"";"";
"DR 253B";"EASA";"Airplanes";"1";"3";"1100,00";"True";"False";"False";"1";"1";"D253";"1969";"12.01.2009";"Germany";"Textron Lycoming";"Lycoming O-360-A3A";"";"";"";"";"";"";
"Druine D31 Turbulent Mod.";"Annex I";"Airplanes";"1";"0";"330,00";"False";"False";"False";"1";"1";"D31";"1982";"30.03.1984";"";"Experimental";"Volkswagen VW 1600 Mod.";"";"";"";"";"";"";
