MMSI,IMO,Status,Name,Callsign,Type,Build Date,Gross Tonnage,Flag,Owner IMO Number,ITU VIN
431600622,,,HAYASUI,,,,,,,
431600625,,,DEJIMA,,,,,,,
431600627,,,SUNNY KISSHO,,Merchant,,,,,
431600629,,,HARUKAZE,,,,,,,
431600631,,,KORYO MARU NO.2,,Merchant,,,,,
431600633,,,HARUKAZE,,Rescue,,,,,
431600636,,,SALVIA,,Rescue,,,,,
431600637,,,KOEI MARU NO.25,,,,,,,
431600639,,,SHINYO MARU NO.2,,,,,,,
431600641,,,OCEAN NORTH,,Merchant,,,,,
431600642,,,KOYO MARU NO.18,,,,,,,
431600643,,,INASA,,Rescue,,,,,
431600645,,,TOYOTAMA MARU NO.25,,Merchant,,,,,
431600646,,,KYOHO MARU,,Merchant,,,,,
431600647,,,TENKAKU,,Merchant,,,,,
431600649,,,SENDAI,,Rescue,,,,,
431600652,,,KINOE MARU,,Merchant,,,,,
431600654,,,SUMISE MARU NO.31,,Merchant,,,,,
431600655,,,HIRO MARU NO.2,,,,,,,
431600657,,,FUJI MARU NO.8,,,,,,,
431600660,,,KOSHIN MARU NO.8,....,N/A,,,,,
431600665,,,MYOEI MARU NO.1,,,,,,,
431600668,,,SENSHIN MARU,,Merchant,,,,,
431600671,,,KING CHALLENGER,,,,,,,
431600674,,,HOKUTO,,Merchant,,,,,
431600677,,,KAISEI,,,,,,,
431600681,,,JUZAN MARU NO.18,,Merchant,,,,,
431600688,,,IMAHUKU,,Merchant,,,,,
431600689,,,OTSUNA,,,,,,,
431600692,,,MARU NO.28,,Merchant,,,,,
431600696,,,KAYO MARU,,Merchant,,,,,
431600715,,,SEIUN,,Rescue,,,,,
431600716,,,SO-UN,,Rescue,,,,,
431600717,,,KAI,,Merchant,,,,,
431600801,,,HOMANZAN MARU,JM5980,Cargo,,,,,
431602232,,,NEW CAMELLIA,....,N/A,,,,,
431602333,,,CHINZEI,,,,,,,
431602335,,,NIPPO MARU NO.2,,,,,,,
431602336,,,SHINHOSHU MARU,,Merchant,,,,,
431602337,,,KOSHIN MARU,,Merchant,,,,,
431602341,,,EISHUN,,,,,,,
431602343,,,NISSHIN MARU,,Merchant,,,,,
431602344,,,SHINYO MARU,,Merchant,,,,,
431602345,,,SANWA MARU,,Merchant,,,,,
431602349,,,HAKURYU MARU,,,,,,,
431602352,,,INARYU,,Merchant,,,,,
431602354,,,SATSUKI,,,,,,,
431602355,,,TSUBAKI,,,,,,,
431602356,,,KAMOME,,Merchant,,,,,
431602357,,,TSUSHIMA,,,,,,,
431602358,,,MARU NO.38,,Merchant,,,,,
431602359,,,YUSEI,,,,,,,
431602361,,,DAIUN MARU NO.5,,Merchant,,,,,
431602362,,,REINBOHZYETTO,,Merchant,,,,,
431603360,,,FERRY KIKAI,,Merchant,,,,,
431603380,,,QUEEN CORAL NO.8,,Merchant,,,,,
431611000,,,SHINYU MARU,,,,,,,
431621000,,,MIZUHO MARU,JJEB,,,,,,
431626000,,,KAMISU MARU,JGIL,,,,,,
431642000,,,LNG VESTA,JGES,LNG Tanker,,,,,
431651000,,,OLYMPIAN HIGHWAY,7KAS,Vehicles Carrier,,,,,
431654000,,,ONE GRUS,7KDT,Container,,,,,
431671000,,,FUKUICHI MARU NO.112,JITS,N/A,,,,,
431678000,,,TAISEI MARU NO.24,JILE,,,,,,
431688000,,,ASAHI MARU,JGQU,Cargo,,,,,
431695000,,,SORYU MARU,JNVT,,,,,,
431705000,,,EAGLE TRADER,7KDA,Oil Tanker,,,,,
431715000,,,TAIKO MARU,....,,,,,,
431725000,,,WAKASHIO MARU NO.118,JDXC,N/A,,,,,
431726000,,,WAKATAKA MARU,JQIX,,,,,,
431727000,,,HOKURIKU MARU,JGPU,,,,,,
431739000,,,HAKUYO MARU NO8,JFME,,,,,,
431740000,,,PRECIOUS ACE,7KGY,Vehicles Carrier,,,,,
431743000,,,SHINCHI MARU,JBKB,,,,,,
431751000,,,SEIRYO MARU NO.1,JNNI,,,,,,
431756000,,,HORAISAN,7KBT,Oil Tanker,,,,,
431760000,,,KUROTAKISAN MARU,7KXF,,,,,,
431764000,,,CORONA WISDOM,7KBV,Bulk Carrier,,,,,
431766000,,,DEMETER LEADER,7KEO,Vehicles Carrier,,,,,
431770000,,,CHOKYU MARU NO.15,,,,,,,
431772000,,,NYK OWL,7KBK,Container,,,,,
431776000,,,ENERGY GLORY,7JZD,LNG Tanker,,,,,
431777000,,,APHRODITE LEADER,7KCW,Vehicles Carrier,,,,,
431790000,,,SOMA MARU,JBLV,,,,,,
431792000,,,ONE FALCON,7KGU,Container,,,,,
431793000,,,KENTA MARU,7KBJ,Reefer,,,,,
431795000,,,ASAHI MARU NO.8,JDPA,,,,,,
431797000,,,TAIYO MARU NO.5,JBME,,,,,,
431800044,,,VENUS,,Passenger,,,,,
431800050,,,HOKKO MARU,JEEB,,,,,,
431800131,,,KONO MARU NO.88,,,,,,,
431800132,,,MASHU MARU,,,,,,,
431800139,,,HOKKAI MARU,,Merchant,,,,,
431800142,,,FUJI MARU NO.5,,,,,,,
431800155,,,EINS SOYA,JD2741,Merchant,,,,,
431800162,,,ASAKAZE,,Rescue,,,,,
431800165,,,HIMEGIKU,,Rescue,,,,,
431800167,,,SHOEI MARU,,,,,,,
431800174,,,DAITO MARU NO.8,,,,,,,
431800177,,,HIMAWARI,,,,,,,
431800178,,,CHITOSE MARU,,,,,,,
431800179,,,TOMOE,,,,,,,
431800181,,,OYARIKI MARU NO.58,,Merchant,,,,,
431800183,,,SHOYO MARU,,,,,,,
431800185,,,ACACIA,,Rescue,,,,,
431800186,,,TOMAKOMAI MARU,,,,,,,
431800188,,,HAMANASU,,Rescue,,,,,
431800190,,,TOMI MARU 87,7LNQ,Fishing,,,,,
431800201,,,ASAKAZE NO.5,,Merchant,,,,,
431800235,,,TANCHO,,,,,,,
431800238,,,KOSHIN MARU,,,,,,,
431800245,,,SHIRAYURI,,,,,,,
431800262,,,NIITAKA MARU NO.5,,Merchant,,,,,
431800273,,,CHIYO MARU NO.17,,,,,,,
431800274,,,KENSHO MARU NO.35,,,,,,,
431800289,,,HAYAKITA MARU,,Merchant,,,,,
431800315,,,SAGA MARU NO.27,,,,,,,
431800321,,,VIRGO,,Merchant,,,,,
431814000,,,MG SHIPPING,JHJH,N/A,,,,,
431816000,,,EQUULEUS LEADER,7JZB,Vehicles Carrier,,,,,
431840000,,,SHINRYO MARU,7KCC,Bulk Carrier,,,,,
431848000,,,KAISEI MARU,JIWK,N/A,,,,,
431856000,,,TOKO MARU,JHEL,N/A,,,,,
431857000,,,SOUTHERN HIGHWAY,7KCN,Vehicles Carrier,,,,,
431868000,,,FREEDOM ACE,7KCB,Vehicles Carrier,,,,,
431870000,,,BROOG,JLMB,Tanker,,,,,
431877000,,,GEN EI,7KBW,Oil Tanker,,,,,
431881000,,,AL ZUBARAH,JPDP,N/A,,,,,
431882000,,,FUKUKYU MARU NO.32,JHWF,N/A,,,,,
431884000,,,TONEGAWA,7KDB,Oil Tanker,,,,,
431888000,,,NYK WREN,7KBS,Container,,,,,
431894000,,,AL KHOR,JHHU,LNG Tanker,,,,,
431899000,,,KAIREI,JRZH,,,,,,
431901000,,,AL RAYYAN,JMTQ,Tanker,,,,,
431904000,,,TOYOSU MARU,JHJM,LPG Tanker,,,,,
431908000,,,AL WAJBAH,JPDR,N/A,,,,,
431919000,,,WAKATAKE MARU,JLOV,Other,,,,,
431929000,,,ONE MINATO,7KDF,Container,,,,,
431936000,,,CAPE AMAL,7KCZ,Bulk Carrier,,,,,
431938000,,,KYOSHIN MARU NO31,JDXJ,Fishing,,,,,
431939000,,,MIRAI,JNSR,Other,,,,,
431981000,,,MADRID BRIDGE,7KBO,Container,,,,,
431986000,,,ONE STORK,7KCR,Container,,,,,
431989000,,,MEISHAN BRIDGE,7KCA,Container,,,,,
432187000,,,UMITAKA MARU,JPAT,Fishing,,,,,
432255000,,,HAKUSEI MARU NO.37,JJ4036,,,,,,
432275000,,,SURIYA SATSUMA,JFSA,N/A,,,,,
432278000,,,LNG JAMAL,JPHB,Tanker,,,,,
432282000,,,SHOFUKU MARU NO.8,JCNJ,Fishing,,,,,
432321000,,,SATSUMASEIUN MARU,JIQR,N/A,,,,,
432322000,,,KAIHOU MARU V,7MGG,N/A,,,,,
432328000,,,HAKUSAN,J K S P,Other,,,,,
432334000,,,SANKO MARU NO.65,....,,,,,,
432338000,,,KAIYO MARU NO.7,....,,,,,,
432340000,,,SHINSEI MARU,JPPE,,,,,,
432341000,,,YUKARI,....,N/A,,,,,
432355000,,,SHIN SAPPORO MARU,JPQG,N/A,,,,,
432384000,,,GENKICHI MARU NO.27,....,,,,,,
432388000,,,WAKATORI MARU,....,,,,,,
432420000,,,ENERGY FRONTIER,JPTX,Tanker,,,,,
432433000,,,INDIANA HIGHWAY,JMVS,Vehicles Carrier,,,,,
432440000,,,TEXAS HIGHWAY,JMVY,Vehicles Carrier,,,,,
432467000,,,NISSHO MARU,JFNF,,,,,,
432470000,,,GINGA MARU,JFFP,,,,,,
432472000,,,ENEOS TOKYO,JRBI,Oil Tanker,,,,,
432477000,,,SHUNHO MARU,JMXQ,Tanker,,,,,
432480000,,,KASHIMA MARU NO.7,JJGM,N/A,,,,,
432495000,,,ENERGY ADVANCE,7JAA,Tanker,,,,,
432503000,,,RYOAN MARU NO.15,7JAM,,,,,,
432519000,,,NEGISHI MARU,7JAT,Tanker,,,,,
432522000,,,CHIKYU,JRAJ,Other,,,,,
432528000,,,OBELIX,7JAX,,,,,,
432544000,,,KOEI MARU NO.88,....,,,,,,
432545000,,,ASUKA 2,7JBI,Passenger,,,,,
432578000,,,HOEGH BRASILIA,7JBT,,,,,,
432596000,,,KOYO MARU,,,,,,,
432606000,,,WHITE KINGDOM,7JCG,Wood Chips Carrier,,,,,
432613000,,,AURORA LIGHT,7JCJ,Cargo,,,,,
432620000,,,CHITOSE,7JCT,Cargo,,,,,
432621000,,,YUSHIN MARU NO.3,7JCH,,,,,,
432622000,,,OPERA WHITE,7JCP,Cargo,,,,,
432624000,,,POSEIDON LEADER,7JCO,Vehicles Carrier,,,,,
432625000,,,SHINKO MARU,,,,,,,
432627000,,,KISO,,Rescue,,,,,
432629000,,,GEORGIA HIGHWAY,7JCV,Cargo,,,,,
432631000,,,KIFUKU MARU NO.51,,,,,,,
432632000,,,HATERUMA,,Rescue,,,,,
432633000,,,MICHIGAN HIGHWAY,7JCW,Vehicles Carrier,,,,,
432634000,,,ENERGY NAVIGATOR,7JCK,Tanker,,,,,
432636000,,,KENYO MARU NO.1,,Merchant,,,,,
432638000,,,SHIGEN,7JCU,Research,,,,,
432644000,,,KORYU,7JEF,Cargo,,,,,
432646000,,,YUMIHARI MARU,,,,,,,
432649000,,,SANKO MINERAL,7JDH,Merchant,,,,,
432651000,,,ORCHID ACE,7JDE,Vehicles Carrier,,,,,
432655000,,,KOHKAKU MARU,7JDL,Tug,,,,,
432657000,,,NYK ORPHEUS,7JDN,Container,,,,,
432658000,,,MEIYO MARU NO.18,,,,,,,
432659000,,,SHINKO MARU NO.68,,Merchant,,,,,
432660000,,,AKASAKI MARU,,,,,,,
432664000,,,RHEA LEADER,7JDK,Vehicles Carrier,,,,,
432665000,,,ADRIATIC HIGHWAY,7JDP,Vehicles Carrier,,,,,
432666000,,,AEGEAN HIGHWAY,7JDT,Vehicles Carrier,,,,,
432667000,,,TOYOFUJI MARU NO.2,,Merchant,,,,,
432669000,,,HESTIA LEADER,7JDY,Vehicles Carrier,,,,,
432671000,,,RYOAN MARU,,Merchant,,,,,
432673000,,,DALIA,7JEK,Wood Chips Carrier,,,,,
432674000,,,ISHIGAKI,,Rescue,,,,,
432675000,,,YONAKUNI,7JEC,N/A,,,,,
432680000,,,SAGAMYOJIN MARU NO.83,,,,,,,
432681000,,,KOHKI MARU,,,,,,,
432683000,,,SEISUI MARU,....,,,,,,
432686000,,,KAIKO MARU NO.7,,,,,,,
432687000,,,KENYO MARU NO.18,,,,,,,
432688000,,,FUTABA MARU,,,,,,,
432689000,,,SHIMOKITA,,Rescue,,,,,
432690000,,,SHIRETOKO,,Rescue,,,,,
432691000,,,CHIKUZEN MARU,7JEY,,,,,,
432693000,,,HOKO MARU,,,,,,,
432694000,,,ENERGY ContainerFIDENCE,,Merchant,,,,,
432696000,,,HOSEI MARU NO.116,,,,,,,
432700000,,,SU-OH,7JFA,,,,,,
432701000,,,SHIZUKISAN,7JFB,Tanker,,,,,
432702000,,,RYOSEI MARU,7JFF,,,,,,
432703000,,,HOSEI MARU NO.156,,,,,,,
432704000,,,AZUMA MARU,,,,,,,
432705000,,,YOSHI MARU NO.55,....,,,,,,
432707000,,,SAKURAGAWA,7JFL,Tanker,,,,,
432708000,,,TAIYO MARU NO.2,7JES,,,,,,
432710000,,,SOUTHERN CROSS,7JFN,Cargo,,,,,
432711000,,,ARIAKE MARU,7JFQ,Tanker,,,,,
432712000,,,ZEUS LEADER,7JEX,Vehicles Carrier,,,,,
432713000,,,KONYO,7JFJ,,,,,,
432714000,,,TOYOKUNI,7JFC,Cargo,,,,,
432715000,,,PLEIADES DREAM,7JFS,Cargo,,,,,
432716000,,,BISHU HIGHWAY,7JFK,Vehicles Carrier,,,,,
432717000,,,RIGEL,7JFD,N/A,,,,,
432719000,,,ATLANTIC TIGER,7JFT,Cargo,,,,,
432721000,,,PACIFIC GLORY,7JFU,Ore Carrier,,,,,
432722000,,,DIONYSOS LEADER,7JFW,Vehicles Carrier,,,,,
432723000,,,HELIOS LEADER,7JFI,Cargo,,,,,
432724000,,,KASHIMASAN,7JFY,Oil Tanker,,,,,
432725000,,,KAMINESAN,7JFX,,,,,,
432726000,,,WAKABAMARU NO.7,7JFV,Fishing,,,,,
432728000,,,MATSUURA,7JGG,Cargo,,,,,
432729000,,,DAEDALUS LEADER,7JGF,Vehicles Carrier,,,,,
432732000,,,JP CORAL,7JGK,Cargo,,,,,
432733000,,,BLUE ISLAND,7JGO,N/A,,,,,
432734000,,,PLEIADES LEADER,7JGE,Vehicles Carrier,,,,,
432737000,,,EL SOL SALE,7JGS,Cargo,,,,,
432744000,,,KURENAI,7JGY,Cargo,,,,,
432745000,,,HIBIKI,JD3029,Tug,,,,,
432748000,,,STAR ANGEL,7JGV,,,,,,
432749000,,,RUBIN ARTEMIS,7JGT,,,,,,
432750000,,,JP MAGENTA,7JGZ,Bulk Carrier,,,,,
432752000,,,CAPE YAMABUKI,7JGP,Cargo,,,,,
432754000,,,JP AZURE,7JGR,Cargo,,,,,
432758000,,,MAIZURU BENTEN,7JHF,,,,,,
432759000,,,SHIN NICHIHO,7JHG,,,,,,
432762000,,,FUJIN,JDWX,,,,,,
432764000,,,TAKASUZU,7JHI,,,,,,
432766000,,,ORION TRADER,7JHM,,,,,,
432767000,,,CAPE TSUBAKI,7JHK,Bulk Carrier,,,,,
432770000,,,SANKO POWER,7JHH,,,,,,
432771000,,,VEGA DREAM,7JHY,N/A,,,,,
432772000,,,MAIZURU BISHAMON,7JHP,Cargo,,,,,
432774000,,,AMAKUSA ISLAND,7JHO,,,,,,
432777000,,,KATSURA,7JHU,,,,,,
432778000,,,KAISEI MARU,7JHQ,,,,,,
432779000,,,IWATESAN,7JHV,Tanker,,,,,
432780000,,,FIRST IBIS,7JIG,,,,,,
432781000,,,ONOE,7JHT,,,,,,
432782000,,,MONA LINDEN,7JII,Cargo,,,,,
432783000,,,ATLAS LEADER,7JHL,Vehicles Carrier,,,,,
432784000,,,TOSA,7JIK,Oil Tanker,,,,,
432785000,,,NANAKURA,7JIL,Bulk Carrier,,,,,
432786000,,,CAPE SAKURA,7JHZ,Bulk Carrier,,,,,
432788000,,,MYOKEN,7JIT,,,,,,
432789000,,,NSS ADVANCE,7JID,,,,,,
432790000,,,ASTERIA LEADER,7JIC,Vehicles Carrier,,,,,
432793000,,,SHIN HEIRYU,7JIS,Cargo,,,,,
432794000,,,SOUTHERN CROSS DREAM,7JJA,Cargo,,,,,
432795000,,,FIRST EAGLE,7JIZ,,,,,,
432798000,,,CAPE AWOBA,7JIX,,,,,,
432799000,,,SEKIYO,7JIU,,,,,,
432800000,,,SHINRYO MARU,7JIN,N/A,,,,,
432801000,,,GREAT SUNRISE,7JJB,Cargo,,,,,
432803000,,,HERCULES LEADER,7JIF,Vehicles Carrier,,,,,
432805000,,,TOKITSU MARU,7JIV,Oil Tanker,,,,,
432807000,,,ENERGY HORIZON,7JHS,Tanker,,,,,
432808000,,,FORTUNE QUINTET,,Tanker,,,,,
432809000,,,AKATSUKI MARU,7JJC,Tanker,,,,,
432810000,,,ANTARES LEADER,7JJD,Vehicles Carrier,,,,,
432812000,,,SHINKO MARU NO.1,JD2400,,,,,,
432814000,,,PANORAMIX,7JIW,,,,,,
432815000,,,ISUZUGAWA,7JJT,Oil Tanker,,,,,
432817000,,,ALTAIR LEADER,7JJJ,Cargo,,,,,
432819000,,,ONGA,7JJF,,,,,,
432820000,,,HAKKAISAN,7JJV,Oil Tanker,,,,,
432821000,,,STAR FORTUNE,7JJU,,,,,,
432822000,,,TOSAKAIEN MARU,7JJQ,N/A,,,,,
432823000,,,BAOSTEEL EMOTION,7JKC,N/A,,,,,
432824000,,,DOVER HIGHWAY,7JKA,Vehicles Carrier,,,,,
432828000,,,KINKO MARU,7JKD,N/A,,,,,
432830000,,,WUGANG INNOVATION,7JJX,Cargo,,,,,
432831000,,,TAKAMATSU MARU,7JJG,Tanker,,,,,
432832000,,,TAKAMINE,7JKK,Tanker,,,,,
432833000,,,HAKUREI,7JJL,,,,,,
432835000,,,CAPE VANGUARD,7JKL,Cargo,,,,,
432836000,,,RISING SUN,7JKU,Cargo,,,,,
432838000,,,ENERGIA CENTAURUS,7JKJ,Cargo,,,,,
432839000,,,EURASIAN HIGHWAY,7JKY,Vehicles Carrier,,,,,
432841000,,,TACHIBANA,7JLE,Bulk Carrier,,,,,
432847000,,,MIDNIGHT DREAM,7JLQ,Cargo,,,,,
432848000,,,SEIFUKU MARU NO.88,7JKM,,,,,,
432849000,,,TOM PRICE,7JLR,Cargo,,,,,
432851000,,,ETOPIRIKA,JD3226,N/A,,,,,
432853000,,,SHIN SANYO MARU,7JLI,Bulk Carrier,,,,,
432855000,,,TAHAROA DESTINY,7JLP,Ore Carrier,,,,,
432857000,,,SARGAM,7JLX,N/A,,,,,
432860000,,,ZENRYU MARU NO.68,....,,,,,,
432862000,,,ROKKOSAN,7JMA,Tanker,,,,,
432863000,,,CAPE SALVIA,7JLM,,,,,,
432864000,,,SANGEET,7JMG,N/A,,,,,
432865000,,,CAPE ROSA,7JMF,Cargo,,,,,
432866000,,,CAPE FUTURE,7JMD,,,,,,
432869000,,,EBISU MARU NO.1,,,,,,,
432870000,,,LAMBERT MARU,7JMK,Bulk Carrier,,,,,
432875000,,,SHIN SUMA,7JME,Bulk Carrier,,,,,
432876000,,,FRONTIER WAVE,7JMO,Bulk Carrier,,,,,
432877000,,,TOHO,,Cargo,,,,,
432879000,,,CORONA FRONTIER,7JMZ,Cargo,,,,,
432881000,,,HOUSEIMARUN0.8,7JMN,Fishing,,,,,
432882000,,,ORE NOUMEA,7JMY,Ore Carrier,,,,,
432883000,,,SINCERE SALUTE,7JNA,Cargo,,,,,
432885000,,,CORONA INFINITY,7JNF,Cargo,,,,,
432886000,,,SHAGANG SUNSHINE,7JMV,,,,,,
432887000,,,NSS ENDEAVOR,7JML,Cargo,,,,,
432888000,,,HERMES ISLAND,7JNB,,,,,,
432892000,,,KAIMON MARU,7JNL,Tanker,,,,,
432897000,,,CAPE ACACIA,7JNZ,Cargo,,,,,
432898000,,,ELEGANT SALUTE,7JNQ,Cargo,,,,,
432902000,,,GRANDE PROGRESSO,7JOJ,N/A,,,,,
432903000,,,CAPE SOPHIA,,,,,,,
432904000,,,EIGEN,7JON,Cargo,,,,,
432905000,,,NSU LODESTAR,7JNM,Cargo,,,,,
432908000,,,KOHO MARU,7JNY,Tanker,,,,,
432909000,,,HOSHIN MARU NO.35,7JNT,N/A,,,,,
432910000,,,GOLDEN HORIZON,7JOF,Bulk Carrier,,,,,
432912000,,,CORONA HORIZON,7JOU,Cargo,,,,,
432913000,,,CORONA GARLAND,7JOS,N/A,,,,,
432915000,,,GREAT CRANE,7JOY,Tanker,,,,,
432916000,,,TOKYO MARU,7JOR,Tanker,,,,,
432919000,,,SHIN-EI,7JOA,Bulk Carrier,,,,,
432921000,,,CORONA JOYFUL,7JPJ,Bulk Carrier,,,,,
432923000,,,ALTAIR DREAM,,Cargo,,,,,
432925000,,,HAKUSHINMARU,7JOV,N/A,,,,,
432926000,,,GRANDE SOLARIS,7JOW,N/A,,,,,
432930000,,,ATHENS HIGHWAY,7JPL,Vehicles Carrier,,,,,
432931000,,,NSS FORTUNE,7JOD,Cargo,,,,,
432934000,,,SUOH PACIFIC,7JPU,Bulk Carrier,,,,,
432935000,,,GRACE DAHLIA,7JNU,LNG Tanker,,,,,
432937000,,,FRONTIER DISCOVERY,7JPS,Bulk Carrier,,,,,
432938000,,,MAIZURU KICHIJO,7JPY,Cargo,,,,,
432940000,,,SHOHAKU,7JPW,Cargo,,,,,
432941000,,,RYOUMEI MARU,7JQC,,,,,,
432943000,,,KAIO MARU NO.81,7JQD,,,,,,
432945000,,,TOKUHO MARU,7JPZ,Tanker,,,,,
432946000,,,SHINWA-MARU,7JPN,Ore Carrier,,,,,
432950000,,,CENTAURUS DREAM,7JPG,Bulk Carrier,,,,,
432952000,,,AWOBASAN MARU,,Cargo,,,,,
432953000,,,TAIJU,7JQE,N/A,,,,,
432957000,,,HOKURIKU MARU,7JQO,N/A,,,,,
432959000,,,ATLAS ISLAND,,Cargo,,,,,
432963000,,,SAMPAGUITA DREAM,7JQQ,Cargo,,,,,
432965000,,,WARRAMBOO,,,,,,,
432969000,,,CORONA SPLENDOR,7JRD,N/A,,,,,
432970000,,,ZUIHO MARU,7JQW,LPG Tanker,,,,,
432974000,,,CAPE RELIANCE,7JRF,Cargo,,,,,
432976000,,,BRILLIANT ADVANCE,7JQV,Cargo,,,,,
432977000,,,ARCADIA SALUTE,7JRH,Cargo,,,,,
432978000,,,TARUMAESAN MARU,7JQZ,N/A,,,,,
432979000,,,HARAMACHI MARU,7JRK,Cargo,,,,,
432981000,,,BAOSTEEL EDUCATION,7JRI,Ore Carrier,,,,,
432982000,,,CAPE SAMPAGITA,7JRJ,Bulk Carrier,,,,,
432986000,,,ENEOS OCEAN,7JQP,Tanker,,,,,
432989000,,,SEISHO MARU NO.1,,,,,,,
432992000,,,CAMELLIA DREAM,7JRP,Cargo,,,,,
432994000,,,LNG VENUS,7JQG,Tanker,,,,,
432996000,,,AZUL BRISA,7JRX,Cargo,,,,,
432998000,,,YAMATOGAWA,,Tanker,,,,,
434111000,,,TURKMENISTAN,EZAT,N/A,,,,,
434111100,,,MAGTYMGULY,EZAN,,,,,,
434111200,,,BALKAN,EZAA,,,,,,
434111700,,,GAKHRYMAN ATAMYRAT NIYAZOV,EZCB,,,,,,
434112600,,,MARAL,EZCL,,,,,,
434114700,,,TOPAZ LEGEND,EZDG,Supply,,,,,
434116100,,,MARZHAN,EZDU,,,,,,
434116700,,,ETREK,EZEA,,,,,,
434122100,,,NAZLI,EZHE,,,,,,
434122700,,,KENAR,EZHL,,,,,,
434124300,,,GUDRAT,EZIB,Tug,,,,,
434127200,,,TOPAZ JOHOR,????,Supply,,,,,
434127400,,,TOPAZ RESPONDER,EZJI,Supply,,,,,
434127500,,,TOPAZ JADDAF,EZJJ,Supply,,,,,
434127800,,,ASMAN,EZJM,Supply,,,,,
434128200,,,TOPAZ JUMEIRAH,EZJQ,Supply,,,,,
436000014,,,SARBAS,UNN,Tug,,,,,
436000017,,,TULPAR,UNQ,Supply,,,,,
436000027,,,ASTANA,UOA,Oil Tanker,,,,,
436000032,,,ALMATY,UOF,Oil Tanker,,,,,
436000034,,,KAZAKHSTAN,UOH,,,,,,
436000036,,,BUE ILI,,Tug,,,,,
436000037,,,COASTAL BIGFOOT,UOK,Utility,,,,,
436000045,,,MERIC,????,Tug,,,,,
436000062,,,TK AKTAU,UPJ,Oil Tanker,,,,,
436000066,,,ESIL,UPM,Tug,,,,,
436000069,,,BOGENBAY BATYR,UPQ,Tug,,,,,
436000070,,,RAIYMBEK BATYR,UPR,Tug,,,,,
436000076,,,TARPAN,UPX,,,,,,
436000080,,,ISKANDER,UQB,,,,,,
436000081,,,ALPAMYS,UQC,,,,,,
436000090,,,KASYMBORG,UQL,Tug,,,,,
436000094,,,DZHIGIT,UQP,Tug,,,,,
436000095,,,IRTYSH,UQQ,Tug,,,,,
436000098,,,ARAL,UQT,Tug,,,,,
436000102,,,IBEEV 04,UQX,,,,,,
436000128,,,AK BURKUT,URX,,,,,,
436000139,,,ATYRAU,USI,Oil Tanker,,,,,
436000141,,,AKTOBE,USK,Oil Tanker,,,,,
436000142,,,ORAL,USL,Oil Tanker,,,,,
436000143,,,MANGYSTAU 1,UNAA,,,,,,
436000144,,,MANGYSTAU 2,UNAB,Supply,,,,,
436000148,,,ARMANBORG,UNAF,Tug,,,,,
436000159,,,NAURYZBAY BATYR,UNAQ,Tug,,,,,
436000160,,,OTEGEN BATYR,UNAR,Tug,,,,,
436000162,,,ABAI,UNAS,,,,,,
436000168,,,MANGYSTAU 3,UNAZ,Supply,,,,,
436000171,,,OCEAN TERN,UNBC,Supply,,,,,
436000175,,,MANGYSTAU 4,UNBG,Supply,,,,,
436000176,,,MANGYSTAU 5,UNBH,Supply,,,,,
436000192,,,PHOENIX,UNBX,,,,,,
436000193,,,ORION,,Tug,,,,,
436000194,,,HERCULES,UNBZ,,,,,,
436000220,,,CASPIAN GAS,UNCZ,,,,,,
436000225,,,UMYD,UNDE,Crew Transfer,,,,,
436000241,,,BEKET ATA,UNDU,General Cargo,,,,,
436000242,,,TURKESTAN,UNDV,General Cargo,,,,,
436000247,,,KANYSH SATPAYEV,UNEA,Research,,,,,
436000293,,,DMS 2000,UNK,N/A,,,,,
436000296,,,ALPAMYS,UNFX,Tug,,,,,
436000298,,,BATYRKHAN,UNFZ,Tug,,,,,
436000299,,,NEPTUNE 701,,,,,,,
436000350,,,ASMAN,UNHX,Supply,,,,,
436000365,,,BARYS,UNIM,Deck Cargo,,,,,
436000366,,,BERKUT,UNIN,General Cargo,,,,,
436000367,,,SUNKAR,UNIO,General Cargo,,,,,
436000372,,,IRGIZ,UNIT,Tug,,,,,
436000378,,,MAHURY,UNIW,Dredger,,,,,
436000379,,,WENNA,UNIX,Tug,,,,,
436000380,,,KABANBAY BATYR,UNIY,Tug,,,,,
436000381,,,KARASAY BATYR,UNIZ,Tug,,,,,
436000390,,,ATAMEKEN,UNJI,General Cargo,,,,,
436000393,,,ASTANA,UNJL,Oil Tanker,,,,,
436000395,,,CASPIAN FAUNA,UNJN,Tug,,,,,
437231310,,,SHIOSAI,3FHW5,,,,,,
438031028,,,SINAA,JYA529,Passenger,,,,,
438031030,,,FAREEDA,JYA527,,,,,,
438031043,,,BASRAH,JYB344,General Cargo,,,,,
438031044,,,AL MOTHANNA,JYB343,General Cargo,,,,,
438031045,,,AL HADBAA,JYB345,General Cargo,,,,,
438034600,,,QUEEN NEFERTITI,JYA40,,,,,,
438036200,,,MONA,JYA510,,,,,,
438037500,,,BABEL,JYA524,,,,,,
438037900,,,F.B. AYLAH,JYA525,Passenger,,,,,
438607000,,,THE PRINCESS,JYFD,Passenger,,,,,
440000000,,,DAE SUNG NO.9,D2P050,,,,,,
440001000,,,SUNNY YOUNG,DSBL4,Cargo,,,,,
440006000,,,HANSPLINTER,DSBE7,Cargo,,,,,
440007000,,,ORCHID OCEAN,DSBJ4,N/A,,,,,
440009000,,,SUN JUNE,DSBF2,N/A,,,,,
